10372,POS消费,地点27,教务处,2013/09/01 10:47:18,9.0,46.51
10372,POS消费,地点220,校车,2014/03/01 09:53:35,4.0,45.32
10372,POS消费,地点91,校车,2014/03/01 11:15:46,12.9,32.42
10372,POS消费,地点1395,校车,2014/03/01 13:19:16,2.0,30.42
10372,POS消费,地点21,开水,2014/03/02 12:40:46,3.0,22.82
10372,POS消费,地点21,开水,2014/03/02 12:40:53,1.8,21.02
10372,POS消费,地点21,开水,2014/03/02 12:41:13,4.6,25.82
10372,POS消费,地点1673,淋浴,2014/03/02 20:49:49,1.4,19.62
10372,POS消费,地点215,开水,2014/03/02 21:33:00,0.16,19.46
10372,POS消费,地点21,开水,2014/03/03 08:01:04,2.4,17.06
10372,POS消费,地点21,开水,2014/03/03 10:16:19,2.0,15.06
10372,POS消费,地点91,校车,2014/03/03 18:27:07,7.6,7.46
10372,POS消费,地点26,图书馆,2014/03/03 18:29:56,1.8,5.66
10372,POS消费,地点21,开水,2014/03/03 18:43:31,4.7,0.96
10372,卡充值,,,2014/03/04 09:59:11,50.0,50.96
10372,POS消费,地点21,开水,2014/03/04 10:01:45,4.03,46.93
10372,POS消费,地点91,校车,2014/03/04 11:58:19,6.0,40.93
10372,POS消费,地点91,校车,2014/03/04 12:12:46,3.0,37.93
10372,POS消费,地点91,校车,2014/03/04 17:38:11,7.6,30.33
10372,POS消费,地点215,开水,2014/03/04 23:48:01,0.16,30.17
10372,POS消费,地点21,开水,2014/03/05 07:19:40,3.4,26.77
10372,POS消费,地点21,开水,2014/03/05 07:27:11,2.2,24.57
10372,POS消费,地点91,校车,2014/03/05 11:55:29,2.5,22.07
10372,POS消费,地点232,食堂,2014/03/05 11:55:58,5.0,17.07
10372,POS消费,地点91,校车,2014/03/05 11:56:31,5.0,12.07
10372,POS消费,地点91,校车,2014/03/05 11:57:52,0.65,11.42
10372,POS消费,地点232,食堂,2014/03/05 11:58:25,1.8,9.62
10372,POS消费,地点215,开水,2014/03/06 07:11:27,0.12,9.5
10372,POS消费,地点21,开水,2014/03/06 07:26:48,2.6,6.9
10372,POS消费,地点21,开水,2014/03/06 12:27:33,2.63,4.27
10372,POS消费,地点21,开水,2014/03/06 12:29:39,4.2,0.07
10372,卡充值,,,2014/03/06 16:11:35,100.0,100.07
10372,POS消费,地点215,开水,2014/03/06 19:37:42,0.15,99.92
10372,POS消费,地点21,开水,2014/03/06 20:14:59,6.9,93.02
10372,POS消费,地点1673,淋浴,2014/03/06 23:21:47,0.9,92.12
10372,POS消费,地点21,开水,2014/03/07 08:14:11,6.13,85.99
10372,POS消费,地点21,开水,2014/03/07 10:16:25,10.6,75.39
10372,POS消费,地点21,开水,2014/03/07 12:02:37,3.0,72.39
10372,POS消费,地点21,开水,2014/03/07 12:03:57,4.0,68.39
10372,POS消费,地点26,图书馆,2014/03/07 17:23:19,11.0,57.39
10372,POS消费,地点21,开水,2014/03/07 17:27:58,1.8,55.59
10372,POS消费,地点21,开水,2014/03/07 17:57:52,4.2,51.39
10372,POS消费,地点1673,淋浴,2014/03/07 21:05:54,0.1,51.29
10372,POS消费,地点91,校车,2014/03/08 12:26:43,8.5,42.79
10372,POS消费,地点21,开水,2014/03/08 12:31:56,2.8,39.99
10372,POS消费,地点21,开水,2014/03/08 18:01:19,3.1,36.89
10372,POS消费,地点21,开水,2014/03/08 18:01:32,4.0,32.89
10372,POS消费,地点21,开水,2014/03/08 18:01:54,2.0,30.89
10372,POS消费,地点21,开水,2014/03/08 18:02:21,1.8,29.09
10372,POS消费,地点21,开水,2014/03/08 18:48:36,3.0,26.09
10372,POS消费,地点21,开水,2014/03/09 11:37:49,2.0,24.09
10372,POS消费,地点21,开水,2014/03/09 11:38:08,0.7,23.39
10372,POS消费,地点26,图书馆,2014/03/09 11:38:58,2.0,17.89
10372,POS消费,地点91,校车,2014/03/09 11:39:37,3.5,19.89
10372,POS消费,地点91,校车,2014/03/09 20:53:37,3.0,14.89
10372,POS消费,地点21,开水,2014/03/10 08:27:03,4.03,10.86
10372,POS消费,地点91,校车,2014/03/10 11:05:44,6.0,4.86
10372,卡充值,,,2014/03/10 17:51:03,100.0,104.86
10372,POS消费,地点91,校车,2014/03/10 17:59:30,10.0,94.86
10372,POS消费,地点21,开水,2014/03/10 18:05:54,1.6,93.26
10372,POS消费,地点91,校车,2014/03/10 18:06:14,3.75,89.51
10372,POS消费,地点21,开水,2014/03/10 18:15:43,3.0,86.51
10372,POS消费,地点1673,淋浴,2014/03/10 23:43:52,0.7,85.81
10372,POS消费,地点21,开水,2014/03/11 11:48:09,7.1,78.71
10372,POS消费,地点21,开水,2014/03/11 11:49:04,1.8,76.91
10372,POS消费,地点21,开水,2014/03/11 11:54:59,1.8,75.11
10372,POS消费,地点91,校车,2014/03/11 14:15:44,3.0,72.11
10372,POS消费,地点21,开水,2014/03/11 18:05:50,4.6,67.51
10372,POS消费,地点91,校车,2014/03/11 18:06:26,3.8,63.71
10372,POS消费,地点232,食堂,2014/03/11 18:07:38,2.0,61.71
10372,POS消费,地点91,校车,2014/03/11 20:13:07,3.0,58.71
10372,POS消费,地点1673,淋浴,2014/03/11 23:40:45,0.1,58.61
10372,POS消费,地点1673,淋浴,2014/03/11 23:41:08,0.1,58.51
10372,POS消费,地点21,开水,2014/03/12 10:11:15,3.13,55.38
10372,POS消费,地点91,校车,2014/03/12 11:58:41,2.5,52.88
10372,POS消费,地点91,校车,2014/03/12 11:59:24,3.5,49.38
10372,POS消费,地点91,校车,2014/03/12 11:59:30,0.5,48.88
10372,POS消费,地点248,超市,2014/03/12 12:00:22,4.5,44.38
10372,POS消费,地点248,超市,2014/03/12 12:01:04,2.0,42.38
10372,POS消费,地点232,食堂,2014/03/12 12:03:01,6.5,35.88
10372,POS消费,地点91,校车,2014/03/12 12:03:41,4.0,31.88
10372,POS消费,地点232,食堂,2014/03/12 12:04:30,3.6,28.28
10372,POS消费,地点21,开水,2014/03/12 17:58:35,3.0,25.28
10372,POS消费,地点91,校车,2014/03/12 18:00:49,7.0,18.28
10372,POS消费,地点26,图书馆,2014/03/12 18:17:05,7.0,11.28
10372,POS消费,地点91,校车,2014/03/12 21:20:55,3.0,8.28
10372,POS消费,地点1673,淋浴,2014/03/12 22:26:13,0.6,7.68
10372,POS消费,地点21,开水,2014/03/13 14:39:12,2.8,4.88
10372,POS消费,地点1673,淋浴,2014/03/13 22:30:19,0.5,4.38
10372,POS消费,地点21,开水,2014/03/14 08:14:22,4.03,0.35
10372,卡充值,,,2014/03/14 10:08:04,100.0,100.35
10372,POS消费,地点91,校车,2014/03/14 10:25:50,6.0,94.35
10372,POS消费,地点91,校车,2014/03/14 15:40:13,3.0,91.35
10372,POS消费,地点21,开水,2014/03/14 16:59:31,3.0,88.35
10372,POS消费,地点21,开水,2014/03/14 17:00:06,4.0,84.35
10372,POS消费,地点21,开水,2014/03/14 17:01:24,2.8,81.55
10372,POS消费,地点1673,淋浴,2014/03/15 00:00:41,0.1,81.45
10372,POS消费,地点1673,淋浴,2014/03/15 00:00:57,0.1,81.35
10372,POS消费,地点21,开水,2014/03/15 09:01:53,2.2,79.15
10372,POS消费,地点21,开水,2014/03/15 09:02:48,1.8,77.35
10372,POS消费,地点21,开水,2014/03/15 12:09:02,4.0,73.35
10372,POS消费,地点91,校车,2014/03/15 12:10:25,7.6,65.75
10372,POS消费,地点26,图书馆,2014/03/15 12:14:09,1.8,63.95
10372,POS消费,地点21,开水,2014/03/15 12:29:00,2.03,61.92
10372,POS消费,地点91,校车,2014/03/15 20:00:35,3.0,58.92
10372,POS消费,地点21,开水,2014/03/15 20:10:09,6.0,52.92
10372,POS消费,地点91,校车,2014/03/16 11:58:38,7.6,45.32
10372,POS消费,地点26,图书馆,2014/03/16 12:03:32,3.0,42.32
10372,POS消费,地点26,图书馆,2014/03/16 12:16:02,2.8,39.52
10372,POS消费,地点1673,淋浴,2014/03/16 23:58:21,0.7,38.82
10372,POS消费,地点21,开水,2014/03/17 08:26:29,2.2,36.62
10372,POS消费,地点21,开水,2014/03/17 08:28:02,2.3,34.32
10372,POS消费,地点232,食堂,2014/03/17 11:59:00,2.6,31.72
10372,POS消费,地点21,开水,2014/03/17 12:01:25,4.0,27.72
10372,POS消费,地点21,开水,2014/03/17 12:02:08,4.75,22.97
10372,POS消费,地点21,开水,2014/03/17 12:04:02,1.8,21.17
10372,POS消费,地点21,开水,2014/03/17 15:11:18,4.7,16.47
10372,POS消费,地点21,开水,2014/03/17 17:56:37,6.0,10.47
10372,POS消费,地点91,校车,2014/03/17 17:57:50,3.0,7.47
10372,POS消费,地点21,开水,2014/03/17 17:58:57,1.8,5.67
10372,POS消费,地点91,校车,2014/03/17 19:13:08,3.0,2.67
10372,POS消费,地点1673,淋浴,2014/03/17 22:57:48,0.7,1.97
10372,卡充值,,,2014/03/18 11:58:13,50.0,51.97
10372,POS消费,地点232,食堂,2014/03/18 12:02:04,8.0,43.97
10372,POS消费,地点26,图书馆,2014/03/18 12:12:03,3.6,40.37
10372,POS消费,地点21,开水,2014/03/18 18:35:39,3.1,37.27
10372,POS消费,地点21,开水,2014/03/18 18:36:00,1.5,35.77
10372,POS消费,地点21,开水,2014/03/18 18:36:41,3.0,32.77
10372,POS消费,地点21,开水,2014/03/19 10:05:23,3.03,29.74
10372,POS消费,地点21,开水,2014/03/19 11:59:11,2.6,27.14
10372,POS消费,地点91,校车,2014/03/19 11:59:43,5.8,21.34
10372,POS消费,地点21,开水,2014/03/19 12:00:44,1.8,19.54
10372,POS消费,地点21,开水,2014/03/19 12:19:25,17.0,2.54
10372,卡充值,,,2014/03/19 17:12:48,100.0,102.54
10372,POS消费,地点21,开水,2014/03/19 17:15:37,3.5,99.04
10372,POS消费,地点21,开水,2014/03/19 17:15:57,2.0,97.04
10372,POS消费,地点21,开水,2014/03/19 17:17:22,3.0,94.04
10372,POS消费,地点91,校车,2014/03/19 21:26:40,3.5,90.54
10372,POS消费,地点21,开水,2014/03/20 11:08:19,2.8,87.74
10372,POS消费,地点91,校车,2014/03/20 14:15:48,3.0,84.74
10372,POS消费,地点91,校车,2014/03/20 18:13:27,11.0,73.74
10372,POS消费,地点12,文印中心,2014/03/20 18:19:30,5.4,68.34
10372,POS消费,地点26,图书馆,2014/03/20 18:21:36,1.8,66.54
10372,POS消费,地点91,校车,2014/03/20 19:41:59,6.0,60.54
10372,POS消费,地点1673,淋浴,2014/03/20 23:20:57,0.5,60.04
10372,POS消费,地点21,开水,2014/03/21 11:30:20,3.1,56.94
10372,POS消费,地点21,开水,2014/03/21 11:30:37,1.5,55.44
10372,POS消费,地点91,校车,2014/03/21 11:31:16,3.7,51.74
10372,POS消费,地点21,开水,2014/03/21 11:32:12,1.8,49.94
10372,POS消费,地点21,开水,2014/03/21 11:40:30,1.8,48.14
10372,POS消费,地点21,开水,2014/03/21 11:41:52,3.2,44.94
10372,POS消费,地点91,校车,2014/03/21 14:18:00,3.0,41.94
10372,POS消费,地点21,开水,2014/03/21 18:22:39,2.6,39.34
10372,POS消费,地点21,开水,2014/03/21 18:23:11,3.0,36.34
10372,POS消费,地点21,开水,2014/03/21 18:24:08,1.0,35.34
10372,POS消费,地点21,开水,2014/03/21 18:30:52,3.5,31.84
10372,POS消费,地点21,开水,2014/03/22 09:01:52,2.0,29.84
10372,POS消费,地点21,开水,2014/03/22 09:01:57,2.0,27.84
10372,POS消费,地点21,开水,2014/03/22 10:37:15,2.2,25.64
10372,POS消费,地点21,开水,2014/03/22 11:06:20,3.6,22.04
10372,POS消费,地点21,开水,2014/03/22 11:06:34,2.0,20.04
10372,POS消费,地点21,开水,2014/03/23 14:12:36,4.2,15.84
10372,POS消费,地点1673,淋浴,2014/03/23 23:42:38,0.9,14.94
10372,POS消费,地点21,开水,2014/03/24 09:57:49,4.03,10.91
10372,POS消费,地点91,校车,2014/03/24 11:57:33,5.6,55.31
10372,POS消费,地点21,开水,2014/03/24 11:58:25,2.0,53.31
10372,圈存转账,,,2014/03/24 11:58:57,50.0,60.91
10372,POS消费,地点232,食堂,2014/03/24 12:02:57,3.0,50.31
10372,POS消费,地点21,开水,2014/03/24 12:05:14,1.8,48.51
10372,POS消费,地点91,校车,2014/03/24 15:19:16,3.0,45.51
10372,POS消费,地点248,超市,2014/03/24 15:38:23,3.5,42.01
10372,POS消费,地点21,开水,2014/03/24 19:13:35,3.5,38.51
10372,POS消费,地点21,开水,2014/03/25 10:25:53,2.63,35.88
10372,POS消费,地点91,校车,2014/03/25 11:52:48,2.5,33.38
10372,POS消费,地点91,校车,2014/03/25 11:53:09,1.0,32.38
10372,POS消费,地点21,开水,2014/03/25 11:53:47,0.65,31.73
10372,POS消费,地点232,食堂,2014/03/25 11:54:04,4.0,27.73
10372,POS消费,地点232,食堂,2014/03/25 11:55:08,1.8,25.93
10372,POS消费,地点91,校车,2014/03/25 17:59:01,5.4,20.53
10372,POS消费,地点21,开水,2014/03/25 18:00:17,4.0,16.53
10372,POS消费,地点21,开水,2014/03/25 21:14:11,6.8,9.73
10372,POS消费,地点215,开水,2014/03/25 23:34:01,0.17,9.56
10372,POS消费,地点1673,淋浴,2014/03/26 00:24:54,0.7,8.86
10372,POS消费,地点21,开水,2014/03/26 12:16:10,4.6,4.26
10372,POS消费,地点21,开水,2014/03/26 12:16:30,2.0,2.26
10372,POS消费,地点1673,淋浴,2014/03/26 23:41:50,0.6,1.66
10372,POS消费,地点1673,淋浴,2014/03/29 00:19:37,0.7,0.96
10372,圈存转账,,,2014/03/31 17:59:41,20.0,20.96
10372,POS消费,地点21,开水,2014/03/31 18:04:37,2.5,18.46
10372,POS消费,地点21,开水,2014/03/31 18:13:00,1.8,16.66
10372,POS消费,地点21,开水,2014/03/31 22:05:21,7.6,9.06
10372,POS消费,地点21,开水,2014/04/01 10:17:25,4.23,4.83
10372,POS消费,地点21,开水,2014/04/01 12:00:07,3.8,1.03
10372,POS消费,地点1673,淋浴,2014/04/01 22:56:17,0.8,0.23
10372,卡充值,,,2014/04/02 15:43:03,50.0,50.23
10372,POS消费,地点21,开水,2014/04/02 15:45:46,5.8,44.43
10372,POS消费,地点21,开水,2014/04/03 08:51:48,3.8,40.63
10372,POS消费,地点21,开水,2014/04/03 08:51:55,0.5,40.13
10372,POS消费,地点21,开水,2014/04/03 08:53:24,1.03,39.1
10372,POS消费,地点21,开水,2014/04/03 12:01:01,9.6,29.5
10372,POS消费,地点232,食堂,2014/04/03 12:01:53,2.0,27.5
10372,POS消费,地点21,开水,2014/04/03 12:03:25,3.0,24.5
10372,POS消费,地点1673,淋浴,2014/04/03 21:15:27,0.4,24.1
10372,POS消费,地点232,食堂,2014/04/04 08:52:59,4.03,20.07
10372,POS消费,地点326,洗衣房,2014/04/04 14:13:53,3.0,17.07
10372,POS消费,地点21,开水,2014/04/04 16:11:16,4.2,12.87
10372,POS消费,地点21,开水,2014/04/04 18:01:30,1.83,11.04
10372,POS消费,地点21,开水,2014/04/04 18:09:19,3.0,8.04
10372,POS消费,地点21,开水,2014/04/04 22:07:52,3.5,4.54
10372,POS消费,地点21,开水,2014/04/05 07:56:44,2.63,1.91
10372,POS消费,地点1673,淋浴,2014/04/08 00:19:11,0.4,1.51
10372,POS消费,地点1673,淋浴,2014/04/08 23:35:24,0.3,1.21
10372,圈存转账,,,2014/04/11 10:35:04,40.0,41.21
10372,POS消费,地点21,开水,2014/04/11 10:41:50,2.9,38.31
10372,POS消费,地点91,校车,2014/04/11 10:42:59,4.6,33.71
10372,POS消费,地点91,校车,2014/04/11 10:44:35,3.5,30.21
10372,POS消费,地点21,开水,2014/04/11 17:07:51,2.6,27.61
10372,POS消费,地点21,开水,2014/04/11 17:09:45,1.15,26.46
10372,POS消费,地点21,开水,2014/04/11 17:10:44,2.0,24.46
10372,POS消费,地点21,开水,2014/04/11 17:11:14,2.0,22.46
10372,POS消费,地点21,开水,2014/04/11 17:19:11,1.8,20.66
10372,POS消费,地点1673,淋浴,2014/04/11 18:12:59,0.8,19.86
10372,POS消费,地点91,校车,2014/04/11 19:07:37,3.0,16.86
10372,POS消费,地点21,开水,2014/04/11 22:00:03,8.6,8.26
10372,POS消费,地点21,开水,2014/04/12 11:20:03,3.5,4.76
10372,POS消费,地点21,开水,2014/04/12 11:20:52,1.5,3.26
10372,POS消费,地点21,开水,2014/04/12 11:22:44,2.0,1.26
10372,POS消费,地点1673,淋浴,2014/04/14 13:55:39,0.4,0.86
10372,圈存转账,,,2014/04/15 16:06:56,100.0,100.86
10372,POS消费,地点21,开水,2014/04/15 16:10:21,3.0,97.86
10372,POS消费,地点26,图书馆,2014/04/15 16:13:19,10.0,87.86
10372,POS消费,地点232,食堂,2014/04/15 16:41:03,3.0,84.86
10372,POS消费,地点1673,淋浴,2014/04/15 23:24:02,0.1,84.76
10372,POS消费,地点21,开水,2014/04/16 09:44:09,4.4,80.36
10372,POS消费,地点21,开水,2014/04/16 09:50:32,2.2,78.16
10372,POS消费,地点21,开水,2014/04/16 12:17:02,3.0,75.16
10372,POS消费,地点91,校车,2014/04/16 17:48:36,2.6,72.16
10372,POS消费,地点21,开水,2014/04/16 17:49:40,4.0,68.16
10372,POS消费,地点21,开水,2014/04/16 17:49:57,4.0,64.16
10372,POS消费,地点21,开水,2014/04/16 17:50:13,4.6,59.56
10372,POS消费,地点21,开水,2014/04/16 17:50:56,4.0,55.56
10372,POS消费,地点21,开水,2014/04/16 17:51:19,1.8,53.76
10372,POS消费,地点21,开水,2014/04/16 18:01:36,1.0,52.76
10372,POS消费,地点21,开水,2014/04/16 18:02:17,1.5,51.26
10372,POS消费,地点91,校车,2014/04/16 21:42:26,3.0,48.26
10372,POS消费,地点21,开水,2014/04/17 09:12:08,3.8,43.26
10372,POS消费,地点21,开水,2014/04/17 09:14:46,4.2,39.06
10372,POS消费,地点1673,淋浴,2014/04/17 09:44:02,0.4,74.76
10372,POS消费,地点1673,淋浴,2014/04/17 09:48:15,1.2,47.06
10372,POS消费,地点26,图书馆,2014/04/17 12:00:29,16.0,23.06
10372,POS消费,地点26,图书馆,2014/04/17 12:00:36,10.0,13.06
10372,POS消费,地点26,图书馆,2014/04/17 12:00:46,10.0,3.06
10372,POS消费,地点21,开水,2014/04/17 12:03:55,3.0,100.06
10372,圈存转账,,,2014/04/17 12:05:08,100.0,103.06
10372,POS消费,地点91,校车,2014/04/17 14:29:11,3.0,97.06
10372,POS消费,地点21,开水,2014/04/17 16:12:00,5.2,91.86
10372,POS消费,地点21,开水,2014/04/18 08:24:03,2.2,89.66
10372,POS消费,地点21,开水,2014/04/18 08:24:06,2.33,87.33
10372,POS消费,地点91,校车,2014/04/18 14:18:46,3.0,84.33
10372,POS消费,地点1673,淋浴,2014/04/18 23:40:22,0.6,83.73
10372,POS消费,地点21,开水,2014/04/19 12:11:46,3.5,80.23
10372,POS消费,地点21,开水,2014/04/19 14:50:32,2.5,77.73
10372,POS消费,地点232,食堂,2014/04/19 17:40:43,7.0,70.73
10372,POS消费,地点21,开水,2014/04/19 17:48:09,12.7,58.03
10372,POS消费,地点21,开水,2014/04/20 12:21:45,3.1,54.93
10372,POS消费,地点21,开水,2014/04/20 12:22:05,6.0,48.93
10372,POS消费,地点21,开水,2014/04/20 12:23:06,2.0,46.93
10372,POS消费,地点21,开水,2014/04/20 12:23:57,2.9,44.03
10372,POS消费,地点21,开水,2014/04/20 12:48:16,2.0,42.03
10372,POS消费,地点21,开水,2014/04/20 18:36:01,5.1,36.93
10372,POS消费,地点91,校车,2014/04/20 18:37:03,3.5,33.43
10372,POS消费,地点21,开水,2014/04/20 18:37:36,1.8,31.63
10372,POS消费,地点21,开水,2014/04/21 12:40:07,10.5,21.13
10372,POS消费,地点21,开水,2014/04/21 14:22:36,2.5,18.63
10372,POS消费,地点21,开水,2014/04/21 15:05:46,4.0,14.63
10372,POS消费,地点21,开水,2014/04/21 17:54:42,4.1,10.53
10372,POS消费,地点91,校车,2014/04/21 17:55:20,4.0,6.53
10372,POS消费,地点21,开水,2014/04/21 17:55:59,4.0,2.53
10372,POS消费,地点21,开水,2014/04/21 17:57:58,1.8,0.73
10372,圈存转账,,,2014/04/21 18:09:15,100.0,100.73
10372,POS消费,地点21,开水,2014/04/21 22:05:24,14.9,85.83
10372,POS消费,地点1673,淋浴,2014/04/21 23:58:34,0.9,84.93
10372,POS消费,地点21,开水,2014/04/22 10:06:45,5.23,79.7
10372,POS消费,地点21,开水,2014/04/22 11:53:32,5.6,74.1
10372,POS消费,地点21,开水,2014/04/22 11:54:17,2.5,71.6
10372,POS消费,地点21,开水,2014/04/22 11:55:40,1.8,69.8
10372,POS消费,地点91,校车,2014/04/22 17:57:28,4.8,65.0
10372,POS消费,地点21,开水,2014/04/22 17:58:07,1.2,63.8
10372,POS消费,地点21,开水,2014/04/22 18:00:06,1.5,62.3
10372,POS消费,地点21,开水,2014/04/22 18:01:40,1.5,60.8
10372,POS消费,地点21,开水,2014/04/23 10:11:02,4.03,56.77
10372,POS消费,地点91,校车,2014/04/23 11:58:12,2.5,54.27
10372,POS消费,地点21,开水,2014/04/23 11:59:40,1.5,52.77
10372,POS消费,地点91,校车,2014/04/23 12:00:27,5.0,47.77
10372,POS消费,地点21,开水,2014/04/23 12:01:57,0.65,47.12
10372,POS消费,地点232,食堂,2014/04/23 12:02:55,1.8,45.32
10372,POS消费,地点91,校车,2014/04/23 16:37:23,8.5,36.82
10372,POS消费,地点21,开水,2014/04/23 16:42:00,2.9,33.92
10372,POS消费,地点21,开水,2014/04/24 08:04:12,3.6,30.32
10372,POS消费,地点21,开水,2014/04/24 08:08:45,2.2,28.12
10372,POS消费,地点91,校车,2014/04/24 11:56:51,2.5,25.62
10372,POS消费,地点91,校车,2014/04/24 11:57:06,3.5,22.12
10372,POS消费,地点21,开水,2014/04/24 11:57:38,1.5,20.62
10372,POS消费,地点21,开水,2014/04/24 14:18:24,3.0,17.62
10372,POS消费,地点1673,淋浴,2014/04/24 23:24:31,0.7,16.92
10372,POS消费,地点21,开水,2014/04/25 08:24:06,4.03,12.89
10372,POS消费,地点21,开水,2014/04/25 10:19:42,2.8,10.09
10372,POS消费,地点21,开水,2014/04/26 12:05:09,3.5,6.59
10372,POS消费,地点21,开水,2014/04/26 12:05:34,2.0,4.59
10372,POS消费,地点21,开水,2014/04/26 12:06:19,2.9,1.69
10372,POS消费,地点1673,淋浴,2014/04/27 00:24:54,0.4,1.29
10372,POS消费,地点21,开水,2014/04/27 11:58:19,4.6,16.69
10372,圈存转账,,,2014/04/27 11:58:41,21.0,1.29
10372,圈存转账,,,2014/04/27 11:58:53,20.0,21.29
10372,POS消费,地点232,食堂,2014/04/27 11:59:40,1.0,15.69
10372,POS消费,地点21,开水,2014/04/27 12:01:43,1.8,13.89
10372,POS消费,地点21,开水,2014/04/27 17:48:20,3.1,10.79
10372,POS消费,地点21,开水,2014/04/27 17:48:47,2.0,8.79
10372,POS消费,地点21,开水,2014/04/28 09:18:03,2.63,6.16
10372,POS消费,地点1385,校车,2014/04/28 09:45:27,2.0,4.16
10372,POS消费,地点219,超市,2014/04/28 13:38:10,1.0,3.16
10372,POS消费,地点1673,淋浴,2014/04/28 23:11:37,0.6,0.56
10372,卡充值,,,2014/04/29 10:10:29,50.0,50.56
10372,POS消费,地点21,开水,2014/04/29 10:13:39,4.33,46.23
10372,POS消费,地点91,校车,2014/04/29 11:55:03,4.8,41.43
10372,POS消费,地点21,开水,2014/04/29 11:55:23,3.0,38.43
10372,POS消费,地点21,开水,2014/04/29 11:57:35,3.0,35.43
10372,POS消费,地点21,开水,2014/04/29 12:03:56,2.5,32.93
10372,POS消费,地点21,开水,2014/04/29 14:10:31,2.4,30.53
10372,POS消费,地点91,校车,2014/04/29 21:10:16,11.0,19.53
10372,POS消费,地点21,开水,2014/04/30 09:17:22,2.63,16.9
10372,POS消费,地点1405,校车,2014/04/30 09:36:05,2.0,14.9
10372,POS消费,地点219,超市,2014/04/30 11:44:51,4.0,10.9
10372,POS消费,地点219,超市,2014/04/30 11:50:10,4.0,6.9
10372,POS消费,地点219,超市,2014/04/30 13:24:04,4.0,2.9
10372,POS消费,地点1385,校车,2014/04/30 14:45:29,2.0,0.9
10372,POS消费,地点1673,淋浴,2014/05/01 00:41:18,0.5,0.4
10372,POS消费,地点91,校车,2014/05/01 18:19:30,4.3,96.1
10372,POS消费,地点21,开水,2014/05/01 18:20:15,4.6,91.5
10372,圈存转账,,,2014/05/01 18:21:04,100.0,100.4
10372,POS消费,地点21,开水,2014/05/01 18:22:25,2.5,89.0
10372,POS消费,地点21,开水,2014/05/01 18:22:29,3.0,86.0
10372,POS消费,地点91,校车,2014/05/01 21:19:21,3.0,83.0
10372,POS消费,地点21,开水,2014/05/02 11:32:27,4.03,78.97
10372,POS消费,地点21,开水,2014/05/02 11:32:44,2.9,76.07
10372,POS消费,地点91,校车,2014/05/02 16:38:13,8.0,68.07
10372,POS消费,地点1673,淋浴,2014/05/03 00:17:26,0.6,67.47
10372,POS消费,地点21,开水,2014/05/03 12:03:18,3.0,64.47
10372,POS消费,地点21,开水,2014/05/03 12:05:11,5.0,59.47
10372,POS消费,地点21,开水,2014/05/03 12:07:17,3.0,56.47
10372,POS消费,地点91,校车,2014/05/04 11:45:14,5.0,51.47
10372,POS消费,地点26,图书馆,2014/05/04 11:47:42,1.8,49.67
10372,POS消费,地点21,开水,2014/05/05 08:38:18,2.2,47.47
10372,POS消费,地点21,开水,2014/05/05 11:07:00,1.8,37.07
10372,POS消费,地点21,开水,2014/05/05 11:07:02,8.6,38.87
10372,POS消费,地点91,校车,2014/05/05 19:07:15,3.0,34.07
10372,POS消费,地点1673,淋浴,2014/05/06 00:06:01,0.7,33.37
10372,POS消费,地点21,开水,2014/05/06 09:09:55,4.03,29.34
10372,POS消费,地点21,开水,2014/05/06 09:40:46,6.5,22.84
10372,POS消费,地点21,开水,2014/05/06 17:05:46,2.6,20.24
10372,POS消费,地点21,开水,2014/05/06 17:05:49,2.0,18.24
10372,POS消费,地点21,开水,2014/05/06 17:06:22,5.0,13.24
10372,POS消费,地点21,开水,2014/05/06 17:07:13,2.9,10.34
10372,POS消费,地点21,开水,2014/05/06 17:21:52,2.03,8.31
10372,POS消费,地点1673,淋浴,2014/05/06 23:23:55,0.1,8.21
10372,POS消费,地点21,开水,2014/05/07 10:01:46,3.3,4.91
10372,圈存转账,,,2014/05/07 11:59:36,50.0,54.91
10372,POS消费,地点21,开水,2014/05/07 12:08:01,3.0,51.91
10372,POS消费,地点21,开水,2014/05/08 11:45:19,3.0,48.91
10372,POS消费,地点1673,淋浴,2014/05/08 22:26:02,0.6,48.31
10372,POS消费,地点21,开水,2014/05/09 08:22:51,4.03,44.28
10372,POS消费,地点21,开水,2014/05/09 10:14:10,6.8,37.48
10372,卡充值,,,2014/05/09 11:57:33,100.0,137.48
10372,POS消费,地点21,开水,2014/05/09 12:01:03,5.0,132.48
10372,POS消费,地点21,开水,2014/05/09 12:01:22,6.0,126.48
10372,POS消费,地点21,开水,2014/05/09 14:33:33,2.8,123.68
10372,POS消费,地点248,超市,2014/05/09 21:28:40,2.8,120.88
10372,POS消费,地点1673,淋浴,2014/05/09 22:16:16,0.4,120.48
10372,POS消费,地点91,校车,2014/05/10 12:17:47,11.0,109.48
10372,POS消费,地点26,图书馆,2014/05/10 12:28:25,3.0,106.48
10372,POS消费,地点232,食堂,2014/05/10 12:37:16,4.4,102.08
10372,POS消费,地点232,食堂,2014/05/11 12:25:16,4.03,98.05
10372,POS消费,地点21,开水,2014/05/11 12:25:46,3.0,95.05
10372,POS消费,地点91,校车,2014/05/11 12:28:22,14.0,81.05
10372,POS消费,地点26,图书馆,2014/05/11 12:42:15,3.0,78.05
10372,POS消费,地点21,开水,2014/05/11 18:23:45,3.0,75.05
